level,code,task_name,planned_dur,actual_start,actual_end,weight_pct,completion_pct,total_float,project_code,weight_norm
8,                                T6860,图纸到场,1,2023-01-18,2023-01-18,0.19,100.0,0,N812,7.509866581291342e-06
8,                                T6870,土方开挖,4,2023-01-28,2023-02-08,14.26,100.0,349,N812,0.0005636352497327081
8,                                T6880,结构基础,24,2023-01-27,2023-02-20,85.55,100.0,349,N812,0.003381416242260391
8,                                A1180,破碎机安装,20,2023-03-26,2023-04-14,35.71,100.0,361,N812,0.0014114596611469149
8,                                A1300,板喂机安装,15,2023-06-30,2023-07-10,26.79,100.0,236,N812,0.001058891187962079
8,                                A1310,收尘器安装,10,2023-06-27,2023-08-11,10.71,100.0,238,N812,0.00042331932150331726
8,                                A1320,皮带机安装,15,2023-06-28,2023-08-22,26.79,100.0,238,N812,0.001058891187962079
8,                                A1350,非标安装,20,2023-08-28,2023-09-19,100.0,100.0,238,N812,0.00395256135857439
8,                                A1000,辅助原料堆棚（南侧）,10,2022-11-20,2022-12-10,50.0,100.0,0,N812,0.001976280679287195
8,                                A1010,辅助原料堆棚（北侧）,10,2022-11-20,2022-12-10,50.0,100.0,0,N812,0.001976280679287195
8,                                A1020,辅助原料破碎设备及建筑物拆除,17,2022-11-13,2022-12-10,100.0,100.0,544,N812,0.00395256135857439
8,                                A1050,设备拆除,10,2022-11-20,2022-12-10,50.0,100.0,0,N812,0.001976280679287195
8,                                A1060,网架拆除,10,2022-11-30,2022-12-12,50.0,100.0,534,N812,0.001976280679287195
8,                                T1890,桥架安装,40,2023-05-21,2023-08-24,58.82,100.0,270,N812,0.0023248965911134563
8,                                T1940,电缆敷设及检查接线施工,25,2023-09-05,2023-09-23,41.18,100.0,238,N812,0.0016276647674609338
8,                                T1960,单机试车,7,2023-09-09,2023-09-09,100.0,100.0,238,N812,0.00395256135857439
8,                                T1210,图纸到场,1,2022-10-28,2022-10-28,0.9,100.0,0,N812,3.5573052227169515e-05
8,                                T1220,灌注桩,5,2022-10-29,2022-11-02,99.1,100.0,571,N812,0.003916988306347221
8,                                T1240,土（石）方开挖、回填及降水工程,4,2022-12-01,2022-12-04,7.37,100.0,488,N812,0.00029130377212693257
8,                                T1250,结构基础,20,2022-12-05,2022-12-24,36.87,100.0,488,N812,0.0014573093729063776
8,                                T1260,窑墩上部结构,30,2022-12-25,2023-01-18,55.3,100.0,488,N812,0.002185766431291638
8,                                T1270,土建工程交安,1,2023-01-28,2023-01-28,0.46,100.0,488,N812,1.8181782249442197e-05
8,                                T1280,土（石）方开挖、回填及降水工程,4,2022-12-01,2022-12-04,7.37,100.0,489,N812,0.00029130377212693257
8,                                T1290,结构基础,20,2022-12-05,2022-12-24,36.87,100.0,489,N812,0.0014573093729063776
8,                                T1300,窑墩上部结构,30,2022-12-25,2023-01-18,55.3,100.0,489,N812,0.002185766431291638
8,                                T1310,土建工程交安,1,2023-01-27,2023-01-27,0.46,100.0,489,N812,1.8181782249442197e-05
8,                                T1320,土（石）方开挖、回填及降水工程,4,2022-12-17,2022-12-20,8.34,100.0,0,N812,0.00032964361730510413
8,                                T1330,结构基础,20,2022-12-21,2023-01-09,39.1,100.0,15,N812,0.0015454514912025866
8,                                T1340,窑墩上部结构,25,2023-01-10,2023-01-29,52.13,100.0,15,N812,0.0020604702362248296
8,                                T1350,土建工程交安,1,2023-01-30,2023-01-30,0.43,100.0,15,N812,1.699601384186988e-05
8,                                T4000,回转窑-支承底座安装及找正,20,2023-03-05,2023-03-19,100.0,100.0,-8,N812,0.00395256135857439
8,                                T4080,回转窑-托轮安装找正,25,2023-05-01,2023-05-25,100.0,100.0,255,N812,0.00395256135857439
8,                                T4040,回转窑-筒体找正焊接（大、小齿轮安装）,15,2023-06-08,2023-08-04,15.79,100.0,257,N812,0.0006241094385188962
8,                                T4050,回转窑-大小齿轮精找,10,2023-08-09,2023-08-15,10.53,100.0,257,N812,0.0004162047110578833
8,                                T4070,回转窑-电机、减速器、油站安装,20,2023-07-31,2023-08-06,21.05,100.0,257,N812,0.0008320141659799091
8,                                T4090,回转窑-筒体安装、套装轮带,50,2023-05-28,2023-05-31,52.63,100.0,255,N812,0.0020802330430177017
8,                                A1190,三次风管砌筑,75,2023-07-02,2023-09-12,83.33,100.0,260,N812,0.0032936693801000395
8,                                A1200,回转窑砌筑,15,2023-08-28,2023-09-13,16.67,100.0,266,N812,0.0006588919784743509
8,                                A1210,窑中走道安装,15,2023-02-10,2023-02-24,83.34,100.0,462,N812,0.003294064636235897
8,                                A1220,三次风管支架安装,3,2023-06-04,2023-06-27,16.66,100.0,366,N812,0.0006584967223384934
8,                                A2160,三次风管制作,10,2023-04-25,2023-05-12,0.0,100.0,386,N812,0.0
8,                                A1240,三次风管安装,20,2023-06-11,2023-07-06,100.0,100.0,326,N812,0.00395256135857439
8,                                A1250,非标安装,30,2023-08-04,2023-09-03,100.0,100.0,257,N812,0.00395256135857439
8,                                A1380,风机安装,30,2023-07-21,2023-08-13,100.0,100.0,286,N812,0.00395256135857439
8,                                T2200,桥架安装,20,2023-06-08,2023-07-16,31.25,100.0,329,N812,0.001235175424554497
8,                                T2220,仪表安装,7,2023-08-05,2023-08-22,15.63,100.0,308,N812,0.0006177853403451772
8,                                T2230,电气及自动化仪表配管安装,7,2023-08-04,2023-08-23,15.63,100.0,301,N812,0.0006177853403451772
8,                                T2240,电缆敷设及检查接线施工,30,2023-07-03,2023-08-10,37.49,100.0,257,N812,0.001481815253329539
8,                                T6570,单机试车,10,2023-08-26,2023-08-26,100.0,100.0,257,N812,0.00395256135857439
8,                                T5450,图纸到场,1,2022-11-01,2022-11-05,0.24,100.0,44,N812,9.486147260578537e-06
8,                                T5460,灌注桩,10,2022-11-02,2022-12-11,99.76,100.0,44,N812,0.003943075211313812
8,                                T1400,图纸到场,1,2022-12-26,2022-12-26,0.22,100.0,0,N812,8.695634988863659e-06
8,                                T1420,结构基础（篦冷机）,30,2023-02-26,2023-03-05,74.83,100.0,267,N812,0.002957701664621216
8,                                T1440,结构基础（收尘）,10,2023-02-04,2023-02-12,24.95,100.0,267,N812,0.0009861640589643103
8,                                T1430,地坑,50,2022-12-27,2023-03-02,67.73,100.0,267,N812,0.0026770698081624348
8,                                T1470,框架混凝土施工（第一层）,15,2023-04-10,2023-05-14,16.14,100.0,352,N812,0.0006379434032739066
8,                                T1475,框架混凝土施工（第二层）,15,2023-05-15,2023-05-31,16.13,100.0,352,N812,0.0006375481471380491
8,                                T1540,框架混凝土施工,45,2023-02-15,2023-03-20,100.0,100.0,278,N812,0.00395256135857439
8,                                T4100,袋收尘器-钢支架及活动支座安装,30,2023-04-09,2023-04-19,30.0,100.0,278,N812,0.001185768407572317
8,                                T4120,袋收尘器-袋室安装,30,2023-04-23,2023-04-30,30.0,100.0,278,N812,0.001185768407572317
8,                                T4150,袋收尘器-箱体安装,30,2023-04-21,2023-04-30,30.0,100.0,278,N812,0.001185768407572317
8,                                T4190,袋收尘器-龙骨、滤袋安装,10,2023-08-28,2023-09-22,10.0,100.0,300,N812,0.00039525613585743904
8,                                T4500,篦式冷却机-料斗、下墙板安装/底梁安装,18,2023-03-19,2023-03-26,20.0,100.0,329,N812,0.0007905122717148781
8,                                T4510,篦式冷却机-篦板安装/篦床模块安装,18,2023-03-23,2023-04-02,20.0,100.0,329,N812,0.0007905122717148781
8,                                T4520,篦式冷却机-破碎机安装,18,2023-03-25,2023-03-27,20.0,100.0,329,N812,0.0007905122717148781
8,                                T4530,篦式冷却机-上墙板安装,18,2023-04-01,2023-04-10,20.0,100.0,329,N812,0.0007905122717148781
8,                                T4540,篦式冷却机-液压驱动安装,18,2023-07-30,2023-08-20,20.0,100.0,282,N812,0.0007905122717148781
8,                                A1430,收尘器保温,35,2023-06-01,2023-06-17,100.0,100.0,278,N812,0.00395256135857439
8,                                A1440,大非标安装,35,2023-06-20,2023-07-31,100.0,100.0,282,N812,0.00395256135857439
8,                                A1450,大非标保温,25,2023-07-24,2023-09-09,100.0,100.0,300,N812,0.00395256135857439
8,                                A1460,窑头罩砌筑,15,2023-07-02,2023-08-10,25.0,100.0,-9,N812,0.0009881403396435975
8,                                A1470,篦冷机砌筑,30,2023-07-20,2023-09-01,50.0,100.0,287,N812,0.001976280679287195
8,                                A1480,燃烧器砌筑,15,2023-08-15,2023-09-12,25.0,100.0,305,N812,0.0009881403396435975
8,                                A1510,链运机安装,50,2023-06-19,2023-08-11,83.33,100.0,285,N812,0.0032936693801000395
8,                                A1520,罗茨风机安装,10,2023-07-30,2023-08-06,16.67,100.0,-43,N812,0.0006588919784743509
8,                                A1530,钢结构安装,60,2023-04-05,2023-07-30,100.0,100.0,321,N812,0.00395256135857439
8,                                A1540,窑头罩制作,20,2023-05-15,2023-05-28,100.0,100.0,363,N812,0.00395256135857439
8,                                A1550,窑头罩安装,20,2023-05-30,2023-07-02,100.0,100.0,0,N812,0.00395256135857439
8,                                T2270,桥架安装,30,2023-06-30,2023-08-05,25.0,100.0,305,N812,0.0009881403396435975
8,                                T2290,仪表安装,45,2023-08-01,2023-08-31,25.0,100.0,290,N812,0.0009881403396435975
8,                                T2300,电气及自动化仪表配管安装,45,2023-07-17,2023-09-01,25.0,100.0,275,N812,0.0009881403396435975
8,                                T2310,电缆敷设及检查接线施工,60,2023-07-18,2023-08-30,25.0,100.0,-9,N812,0.0009881403396435975
8,                                T2330,单机试车,20,2023-09-25,2023-09-25,100.0,100.0,255,N812,0.00395256135857439
8,                                T5650,地坑底板,20,2022-12-31,2023-04-02,36.36,100.0,434,N812,0.0014371513099776484
8,                                T5660,地坑侧壁,15,2023-01-24,2023-04-12,27.27,100.0,428,N812,0.0010778634824832362
8,                                T5670,地坑顶板,20,2023-02-09,2023-04-12,36.37,100.0,383,N812,0.0014375465661135057
8,                                A2600,皮带机安装,15,2023-05-30,2023-07-03,100.0,100.0,306,N812,0.00395256135857439
8,                                T2630,桥架安装,15,2023-05-15,2023-06-01,33.33,100.0,360,N812,0.0013173887008128442
8,                                T2650,电缆敷设及检查接线施工,25,2023-06-26,2023-08-13,66.67,100.0,298,N812,0.002635172657761546
8,                                T2660,单机试车,7,2023-08-24,2023-08-25,100.0,100.0,298,N812,0.00395256135857439
8,                                T1670,图纸到场,1,2022-10-01,2022-10-01,0.19,100.0,573,N812,7.509866581291342e-06
8,                                T1680,灌注桩,30,2022-10-12,2022-11-07,99.81,100.0,573,N812,0.003945051491993099
8,                                T5470,土方开挖,10,2022-11-04,2022-11-13,24.98,100.0,423,N812,0.0009873498273718828
8,                                T5480,结构基础,30,2023-02-12,2023-03-06,75.02,100.0,421,N812,0.0029652115312025075
8,                                T5490,地坑底板,30,2022-12-11,2023-01-05,40.0,100.0,423,N812,0.0015810245434297562
8,                                T5500,地坑侧壁,25,2023-01-07,2023-01-18,33.33,100.0,423,N812,0.0013173887008128442
8,                                T5510,地坑顶板,20,2023-01-07,2023-01-18,26.67,100.0,423,N812,0.0010541481143317899
8,                                T5520,筒仓滑膜,15,2023-03-23,2023-06-15,100.0,100.0,421,N812,0.00395256135857439
8,                                T5530,土方开挖,4,2023-04-12,2023-04-16,9.76,100.0,301,N812,0.00038576998859686046
8,                                T5540,结构基础,10,2023-04-17,2023-04-23,24.39,100.0,301,N812,0.0009640297153562938
8,                                T5550,土方回填,3,2023-06-06,2023-06-08,7.32,100.0,301,N812,0.00028932749144764536
8,                                T5560,混凝土框架-柱施工,12,2023-04-24,2023-05-31,29.27,100.0,301,N812,0.001156914709654724
8,                                T5570,混凝土框架-梁板施工,12,2023-07-06,2023-07-30,29.26,100.0,299,N812,0.0011565194535188667
8,                                A1560,平台以下网架安装,45,2023-07-02,2023-07-30,69.23,100.0,-55,N812,0.0027363582285410506
8,                                A1580,平台以上网架安装,20,2023-07-30,2023-08-05,30.77,100.0,299,N812,0.00121620313003334
8,                                A1590,熟料输送桁架安装,20,2023-07-30,2023-08-06,100.0,100.0,315,N812,0.00395256135857439
8,                                A1630,库底阀门安装,15,2023-05-20,2023-06-08,100.0,100.0,0,N812,0.00395256135857439
8,                                A1670,熟料拉链机安装,30,2023-08-05,2023-09-16,100.0,100.0,298,N812,0.00395256135857439
8,                                A1680,库顶非标安装,10,2023-08-11,2023-09-14,50.0,100.0,0,N812,0.001976280679287195
8,                                A1690,库底非标安装,10,2023-08-12,2023-09-12,50.0,100.0,288,N812,0.001976280679287195
8,                                A1650,至散装皮带桁架安装,25,2023-07-16,2023-08-04,100.0,100.0,-5,N812,0.00395256135857439
8,                                A1710,至散装皮带机及收尘系统安装,15,2023-07-29,2023-08-13,100.0,100.0,295,N812,0.00395256135857439
8,                                T2470,桥架安装,20,2023-05-06,2023-08-06,33.33,100.0,323,N812,0.0013173887008128442
8,                                T2510,电缆敷设及检查接线施工,45,2023-07-30,2023-08-31,66.67,100.0,0,N812,0.002635172657761546
8,                                T2530,单机试车,10,2023-08-24,2023-10-12,100.0,100.0,266,N812,0.00395256135857439
8,                                A2250,拆除作业,10,2022-12-30,2023-01-08,0.0,100.0,504,N812,0.0
8,                                T1780,图纸到场,1,2023-01-01,2023-01-01,0.7,100.0,362,N812,2.766792951002073e-05
8,                                T1790,灌注桩,12,2023-01-09,2023-01-17,99.3,100.0,362,N812,0.00392489342906437
8,                                T1830,结构基础,20,2023-02-05,2023-02-26,100.0,100.0,362,N812,0.00395256135857439
8,                                T1840,混凝土框架-柱施工,15,2023-02-25,2023-03-26,21.42,100.0,388,N812,0.0008466386430066345
8,                                T1850,混凝土框架-梁板施工,15,2023-03-16,2023-03-30,21.42,100.0,388,N812,0.0008466386430066345
8,                                T7240,钢结构,40,2023-05-15,2023-05-30,57.16,100.0,326,N812,0.0022592840725611215
8,                                T7270,筒仓施工,60,2023-02-25,2023-04-30,100.0,100.0,362,N812,0.00395256135857439
8,                                A2230,钢仓安装,20,2023-05-28,2023-06-26,0.0,100.0,346,N812,0.0
8,                                A2540,散装机安装,25,2023-07-16,2023-07-30,33.26,100.0,310,N812,0.001314621907861842
8,                                A2560,收尘系统安装,30,2023-06-12,2023-08-11,36.82,100.0,305,N812,0.0014553330922270906
8,                                T7260,其它设备,20,2023-07-02,2023-09-12,29.92,100.0,315,N812,0.0011826063584854576
8,                                A2580,钢结构安装,40,2023-06-09,2023-08-06,100.0,100.0,290,N812,0.00395256135857439
8,                                A2590,非标安装,45,2023-07-23,2023-09-13,100.0,100.0,290,N812,0.00395256135857439
8,                                T2700,盘柜安装,7,2023-07-02,2023-07-09,23.08,100.0,326,N812,0.0009122511615589692
8,                                T2710,变压器、隔离（负荷）开关安装,2,2023-07-23,2023-07-23,15.38,100.0,326,N812,0.0006079039369487413
8,                                T2720,桥架安装,15,2023-07-02,2023-07-31,23.08,100.0,320,N812,0.0009122511615589692
8,                                T2750,电缆敷设及检查接线施工,35,2023-07-31,2023-09-13,38.46,100.0,-25,N812,0.0015201550985077105
8,                                T2770,单机试车,7,2023-08-20,2023-08-25,100.0,100.0,178,N812,0.00395256135857439
8,                                T1690,图纸到场,1,2022-11-15,2022-11-15,0.82,100.0,18,N812,3.241100314031e-05
8,                                T1700,灌注桩,10,2022-11-16,2022-11-25,99.18,100.0,18,N812,0.0039201503554340805
8,                                T1710,图纸到场,1,2022-11-26,2022-11-26,0.41,100.0,18,N812,1.6205501570155e-05
8,                                T1720,结构基础,50,2022-12-15,2023-02-03,99.59,100.0,0,N812,0.003936355857004236
8,                                T1730,框架混凝土施工,45,2023-02-02,2023-03-12,42.86,100.0,318,N812,0.0016940677982849837
8,                                T1770,砖砌体,60,2023-05-05,2023-07-07,57.14,100.0,323,N812,0.0022584935602894068
8,                                A2270,输送基础,7,2023-07-16,2023-07-30,0.0,100.0,-77,N812,0.0
8,                                T1285,原煤仓安装,10,2023-04-23,2023-05-10,100.0,100.0,0,N812,0.00395256135857439
8,                                T4650,立式辊磨机-基础部分安装,18,2023-04-02,2023-05-20,20.0,100.0,318,N812,0.0007905122717148781
8,                                T4660,立式辊磨机-减速器安装,18,2023-05-22,2023-05-23,20.0,100.0,358,N812,0.0007905122717148781
8,                                T4670,立式辊磨机-磨盘安装,18,2023-05-20,2023-05-21,20.0,100.0,358,N812,0.0007905122717148781
8,                                T4680,立式辊磨机-壳体组对安装,18,2023-05-21,2023-05-24,20.0,100.0,358,N812,0.0007905122717148781
8,                                T4690,立式辊磨机-磨辊安装,18,2023-05-26,2023-06-04,20.0,100.0,358,N812,0.0007905122717148781
8,                                T4750,煤粉仓制作,20,2023-04-02,2023-04-16,100.0,100.0,411,N812,0.00395256135857439
8,                                T4840,煤粉仓安装,20,2023-04-22,2023-05-10,100.0,100.0,0,N812,0.00395256135857439
8,                                A2370,煤磨大收尘器安装,75,2023-05-05,2023-05-24,100.0,100.0,318,N812,0.00395256135857439
8,                                A2390,转子秤安装,20,2023-07-02,2023-09-01,33.15,100.0,-54,N812,0.0013102740903674103
8,                                A2400,罗茨风机安装,10,2023-07-29,2023-08-13,11.14,100.0,-49,N812,0.0004403153353451871
8,                                A2410,大风机安装,25,2023-05-09,2023-06-10,27.85,100.0,318,N812,0.0011007883383629677
8,                                A2420,皮带机安装,25,2023-04-30,2023-05-24,27.86,100.0,373,N812,0.001101183594498825
8,                                A2440,大风管安装,40,2023-06-02,2023-07-23,66.67,100.0,291,N812,0.002635172657761546
8,                                A2450,其它非标安装,20,2023-07-23,2023-08-31,33.33,100.0,291,N812,0.0013173887008128442
8,                                A2460,皮带机桁架安装,30,2023-05-08,2023-06-06,100.0,100.0,0,N812,0.00395256135857439
8,                                A2470,保温工程,45,2023-06-04,2023-07-30,100.0,100.0,291,N812,0.00395256135857439
8,                                T3050,桥架安装,20,2023-07-02,2023-08-10,30.0,100.0,315,N812,0.001185768407572317
8,                                T3070,仪表安装,7,2023-07-30,2023-08-13,10.0,100.0,305,N812,0.00039525613585743904
8,                                T3080,电气及自动化仪表配管安装,15,2023-08-04,2023-09-05,20.0,100.0,290,N812,0.0007905122717148781
8,                                T3090,电缆敷设及检查接线施工,45,2023-07-23,2023-09-10,40.0,100.0,0,N812,0.0015810245434297562
8,                                T3100,单机试车,10,2023-09-09,2023-09-22,100.0,100.0,273,N812,0.00395256135857439
8,                                A2110,原有构建物、设备拆除,10,2023-08-20,2023-08-31,100.0,100.0,178,N812,0.00395256135857439
8,                                T6160,土方开挖,5,2023-09-12,2023-09-17,7.69,100.0,178,N812,0.00030395196847437064
8,                                T6170,结构基础,10,2023-10-09,2023-10-15,15.38,100.0,178,N812,0.0006079039369487413
8,                                T6180,混凝土框架-柱施工,20,2023-10-16,2023-11-02,30.77,100.0,178,N812,0.00121620313003334
8,                                T6190,混凝土框架-梁板施工,30,2023-11-03,2023-11-13,46.16,100.0,178,N812,0.0018245023231179384
8,                                A2090,水泵安装,20,2023-12-03,2023-12-16,66.67,100.0,178,N812,0.002635172657761546
8,                                A2100,其它设备安装,10,2023-12-09,2023-12-17,33.33,100.0,178,N812,0.0013173887008128442
8,                                A2530,原有设备、构建物拆除,10,2023-03-12,2023-03-19,100.0,100.0,412,N812,0.00395256135857439
8,                                A1030,转运站及输送,60,2023-03-12,2023-07-26,100.0,100.0,329,N812,0.00395256135857439
8,                                T4430,矩形堆取料机-轨道安装,20,2023-06-10,2023-06-29,25.03,100.0,-42,N812,0.00098932610805117
8,                                T4440,矩形堆取料机-取料机安装,60,2023-05-26,2023-08-30,74.97,100.0,300,N812,0.0029632352505232205
8,                                A2520,非标安装,21,2023-08-13,2023-09-03,100.0,100.0,300,N812,0.00395256135857439
8,                                T2850,桥架安装,40,2023-07-23,2023-08-20,44.44,100.0,295,N812,0.001756518267750459
8,                                T2880,电缆敷设及检查接线施工,50,2023-07-30,2023-09-15,55.56,100.0,285,N812,0.0021960430908239312
8,                                T2890,单机试车,15,2023-08-20,2023-09-24,100.0,100.0,0,N812,0.00395256135857439
8,                                A2200,取样器设备安装,15,2023-11-25,2023-12-12,100.0,100.0,0,N812,0.00395256135857439
8,                                A2210,钢结构安装,15,2023-08-28,2023-11-10,100.0,100.0,280,N812,0.00395256135857439
8,                                T6420,仪表安装,3,2023-11-28,2023-12-12,53.85,100.0,278,N812,0.0021284542915923094
8,                                T6440,电缆敷设及检查接线施工,3,2023-11-15,2023-12-16,46.15,100.0,0,N812,0.001824107066982081
8,                                T6450,单机试车,2,2024-03-15,2024-03-17,100.0,40.0,273,N812,0.00395256135857439
8,                                A1260,拆除工程,7,2022-09-15,2022-11-05,100.0,100.0,613,N812,0.00395256135857439
8,                                T6060,土方开挖,3,2022-11-05,2022-11-07,4.16,100.0,0,N812,0.00016442655251669463
8,                                T6070,结构基础,15,2022-11-08,2022-12-18,20.51,100.0,366,N812,0.0008106703346436075
8,                                T6080,混凝土框架-柱施工,25,2022-12-18,2023-01-15,34.2,100.0,366,N812,0.0013517759846324415
8,                                T6090,混凝土框架-梁板施工,30,2022-12-18,2023-01-15,41.13,100.0,366,N812,0.0016256884867816468
8,                                T6100,装饰装修,60,2023-01-17,2023-05-28,100.0,100.0,327,N812,0.00395256135857439
8,                                A2120,设备安装,15,2023-05-20,2023-05-28,100.0,100.0,327,N812,0.00395256135857439
8,                                T5360,桥架安装,5,2023-04-01,2023-04-10,13.89,100.0,392,N812,0.0005490107727059828
8,                                T5370,内部软件安装,30,2023-06-05,2023-07-01,48.61,100.0,327,N812,0.0019213400764030112
8,                                T5380,盘柜安装,3,2023-05-01,2023-05-07,16.67,100.0,379,N812,0.0006588919784743509
8,                                T5390,电缆敷设及检查接线施工,15,2023-04-10,2023-05-01,20.83,100.0,379,N812,0.0008233185309910455
8,                                T1580,装饰装修,30,2023-07-16,2023-08-21,100.0,100.0,305,N812,0.00395256135857439
8,                                T1630,电缆沟、墙体、基础施工,60,2023-03-28,2023-05-31,100.0,100.0,0,N812,0.00395256135857439
8,                                T2350,盘柜安装,15,2023-07-02,2023-07-30,24.5,100.0,297,N812,0.0009683775328507256
8,                                T2360,变压器、隔离（负荷）开关安装,6,2023-06-15,2023-07-02,10.15,100.0,297,N812,0.0004011849778953006
8,                                T2370,桥架安装,10,2023-07-16,2023-07-30,16.34,100.0,297,N812,0.0006458485259910554
8,                                T2410,电缆敷设及检查接线施工,30,2023-07-02,2023-08-17,49.01,100.0,0,N812,0.0019371503218373087
8,                                T2420,电气室受电,3,2023-08-18,2023-08-18,100.0,100.0,285,N812,0.00395256135857439
8,                                A1720,网架拆除,20,2022-11-21,2022-12-18,100.0,100.0,0,N812,0.00395256135857439
8,                                T7220,基础拆除,10,2022-12-19,2023-01-05,100.0,100.0,523,N812,0.00395256135857439
8,                                A1730,原有堆取料机拆除,25,2023-04-01,2023-08-20,100.0,100.0,285,N812,0.00395256135857439
8,                                T5590,结构基础,10,2023-03-18,2023-04-11,100.0,100.0,0,N812,0.00395256135857439
8,                                T5620,结构基础,30,2023-03-28,2023-04-11,100.0,100.0,401,N812,0.00395256135857439
8,                                A1740,网架改造、恢复,10,2023-02-01,2023-05-19,100.0,100.0,415,N812,0.00395256135857439
8,                                A1750,钢结构安装,10,2023-07-16,2023-08-13,100.0,100.0,-39,N812,0.00395256135857439
8,                                T4220,矩形堆取料机-轨道安装,30,2023-04-24,2023-09-09,14.29,100.0,296,N812,0.0005648210181402804
8,                                T4230,矩形堆取料机-取料机安装,90,2023-05-01,2023-06-18,42.86,100.0,301,N812,0.0016940677982849837
8,                                T4240,矩形堆取料机-堆料机安装,90,2023-05-13,2023-06-18,42.85,100.0,301,N812,0.0016936725421491264
8,                                T4270,皮带机安装,30,2023-07-02,2023-08-15,100.0,100.0,-29,N812,0.00395256135857439
8,                                A1760,非标安装,20,2023-07-30,2023-09-10,100.0,100.0,298,N812,0.00395256135857439
8,                                T4340,取料皮带机安装,30,2023-06-10,2023-07-30,50.0,100.0,306,N812,0.001976280679287195
8,                                T4350,堆料皮带机安装,30,2023-07-16,2023-08-09,50.0,100.0,296,N812,0.001976280679287195
8,                                T2560,桥架安装,25,2023-05-21,2023-07-02,41.18,100.0,326,N812,0.0016276647674609338
8,                                T2590,电缆敷设及检查接线施工,40,2023-07-02,2023-08-30,58.82,100.0,295,N812,0.0023248965911134563
8,                                T2610,单机试车,15,2023-08-26,2023-08-27,100.0,100.0,0,N812,0.00395256135857439
8,                                T6300,结构基础,10,2023-03-03,2023-03-10,28.58,100.0,360,N812,0.0011296420362805607
8,                                T6320,框架混凝土施工,25,2023-03-13,2023-03-26,71.42,100.0,360,N812,0.0028229193222938298
8,                                T6330,装饰装修,30,2023-05-07,2023-06-04,100.0,100.0,360,N812,0.00395256135857439
8,                                T3250,盘柜安装,7,2023-07-24,2023-07-30,22.58,100.0,311,N812,0.0008924883547660972
8,                                T3260,变压器、隔离（负荷）开关安装,2,2023-05-19,2023-05-21,6.45,100.0,382,N812,0.00025494020762804816
8,                                T3270,桥架安装,7,2023-05-17,2023-06-08,22.58,100.0,360,N812,0.0008924883547660972
8,                                T3280,电缆敷设及检查接线施工,15,2023-07-25,2023-08-28,48.39,100.0,311,N812,0.0019126444414141474
8,                                T3290,电气室受电,2,2023-08-18,2023-08-19,100.0,100.0,311,N812,0.00395256135857439
8,                                T6230,装饰装修,40,2023-07-30,2023-08-21,100.0,100.0,242,N812,0.00395256135857439
8,                                T6200,电缆沟,10,2023-03-04,2023-05-05,100.0,100.0,30,N812,0.00395256135857439
8,                                T3370,盘柜安装,35,2023-06-19,2023-08-13,31.82,100.0,242,N812,0.001257705024298371
8,                                T3380,变压器、隔离（负荷）开关安装,10,2023-08-10,2023-08-15,9.09,100.0,285,N812,0.0003592878274944121
8,                                T3390,桥架安装,25,2023-06-20,2023-07-06,22.73,100.0,242,N812,0.000898417196803959
8,                                T3400,电缆敷设及检查接线施工,40,2023-08-21,2023-09-11,36.36,100.0,242,N812,0.0014371513099776484
8,                                T3410,电气室受电,3,2023-08-25,2023-08-25,100.0,100.0,242,N812,0.00395256135857439
8,                                T5840,土方开挖,5,2023-04-08,2023-04-09,14.71,100.0,333,N812,0.0005814217758462929
8,                                T5850,结构基础,15,2023-04-10,2023-04-12,42.28,100.0,333,N812,0.0016711429424052522
8,                                T5860,土方回填,4,2023-05-22,2023-05-24,13.6,100.0,333,N812,0.000537548344766117
8,                                T5870,混凝土框架-柱施工,5,2023-04-16,2023-04-20,14.71,100.0,333,N812,0.0005814217758462929
8,                                T5880,混凝土框架-梁板施工,5,2023-04-14,2023-04-20,14.7,100.0,333,N812,0.0005810265197104354
8,                                A1040,装修工程,30,2023-06-13,2023-07-20,100.0,100.0,306,N812,0.00395256135857439
8,                                T2910,盘柜安装,10,2023-06-09,2023-06-25,28.57,100.0,291,N812,0.0011292467801447034
8,                                T2920,变压器、隔离（负荷）开关安装,5,2023-06-06,2023-06-10,14.28,100.0,291,N812,0.0005644257620044229
8,                                T2930,桥架安装,10,2023-06-06,2023-06-08,28.57,100.0,291,N812,0.0011292467801447034
8,                                T2960,电缆敷设及检查接线施工,10,2023-08-10,2023-09-09,28.58,100.0,286,N812,0.0011296420362805607
8,                                T6600,电气室受电,1,2023-08-18,2023-08-19,100.0,100.0,0,N812,0.00395256135857439
8,                                A2620,机电设备安装,10,2023-07-24,2023-07-30,100.0,100.0,0,N812,0.00395256135857439
8,                                T6350,装饰装修,30,2023-05-25,2023-07-25,100.0,100.0,232,N812,0.00395256135857439
8,                                T6340,电缆沟、砌墙等施工,35,2023-03-05,2023-05-26,100.0,100.0,315,N812,0.00395256135857439
8,                                T3210,盘柜安装,12,2023-07-01,2023-08-17,26.09,100.0,232,N812,0.0010312232584520583
8,                                T3220,变压器、隔离（负荷）开关安装,4,2023-07-02,2023-07-06,8.7,100.0,260,N812,0.00034387283819597194
8,                                T3230,电缆敷设及检查接线施工,30,2023-07-16,2023-08-30,65.21,100.0,232,N812,0.0025774652619263596
