project_code,week_start,week_end,week_num,weekly_progress,cumulative_progress,active_tasks,new_starts,overdue_tasks,month,avg_task_dur,total_remaining_work,delay_ratio_to_date,completed_this_week
N825,2022-10-17,2022-10-23,39,0.010989,0.24672,165,12,75,10,36.624242424242425,6043,1.636,10
N825,2022-10-24,2022-10-30,40,0.004282,0.251002,170,15,75,10,35.694117647058825,6068,1.665,11
N825,2022-10-31,2022-11-06,41,0.005428,0.25643,175,16,75,10,35.902857142857144,6283,1.705,7
N825,2022-11-07,2022-11-13,42,0.01745,0.27388,180,12,75,11,37.32222222222222,6718,1.71,11
N825,2022-11-14,2022-11-20,43,0.008037,0.281916,182,13,75,11,37.07692307692308,6748,1.721,6
N825,2022-11-21,2022-11-27,44,0.003981,0.285897,185,9,75,11,36.891891891891895,6825,1.72,3
N825,2022-11-28,2022-12-04,45,0.037003,0.3229,207,25,76,11,34.71980676328502,7187,1.745,23
N825,2022-12-05,2022-12-11,46,0.002838,0.325737,197,13,76,12,34.17258883248731,6732,1.789,8
N825,2022-12-12,2022-12-18,47,0.008134,0.333871,200,11,76,12,33.755,6751,1.861,22
N825,2022-12-19,2022-12-25,48,0.004921,0.338793,185,7,76,12,35.832432432432434,6629,1.896,6
N825,2022-12-26,2023-01-01,49,0.012157,0.350949,192,13,76,12,35.364583333333336,6790,1.969,11
N825,2023-01-02,2023-01-08,50,0.008057,0.359006,186,5,76,1,35.53763440860215,6610,1.949,7
N825,2023-01-09,2023-01-15,51,0.081121,0.440128,184,5,76,1,35.29347826086956,6494,2.091,34
N825,2023-01-16,2023-01-22,52,0.032488,0.472616,165,15,76,1,33.096969696969694,5461,2.181,25
N825,2023-01-23,2023-01-29,53,0.058453,0.531069,149,9,76,1,34.993288590604024,5214,2.296,25
N825,2023-01-30,2023-02-05,54,0.008409,0.539478,134,10,76,1,35.43283582089552,4748,2.317,13
N825,2023-02-06,2023-02-12,55,0.018674,0.558153,128,7,76,2,35.078125,4490,2.337,17
N825,2023-02-13,2023-02-19,56,0.007841,0.565994,126,15,76,2,34.642857142857146,4365,2.354,12
N825,2023-02-20,2023-02-26,57,0.009781,0.575775,129,15,76,2,34.91472868217054,4504,2.386,9
N825,2023-02-27,2023-03-05,58,0.017373,0.593148,132,12,76,2,34.628787878787875,4571,2.434,15
N825,2023-03-06,2023-03-12,59,0.024486,0.617634,125,8,76,3,34.896,4362,2.422,20
N825,2023-03-13,2023-03-19,60,0.024456,0.64209,113,8,76,3,36.51327433628319,4126,2.418,16
N825,2023-03-20,2023-03-26,61,0.009425,0.651515,97,0,76,3,40.45360824742268,3924,2.401,8
N825,2023-03-27,2023-04-02,62,0.005474,0.656989,92,3,76,3,40.25,3703,2.408,2
N825,2023-04-03,2023-04-09,63,0.002737,0.659726,90,0,76,4,40.56666666666667,3651,2.407,1
N825,2023-04-10,2023-04-16,64,0.004139,0.663864,99,10,76,4,38.78787878787879,3840,2.404,3
N825,2023-04-17,2023-04-23,65,0.000334,0.664198,100,4,76,4,38.36,3836,2.403,2
N825,2023-04-24,2023-04-30,66,0.00307,0.667268,99,1,76,4,38.24242424242424,3786,2.402,2
N825,2023-05-01,2023-05-07,67,0.0,0.667268,102,5,76,5,37.333333333333336,3808,2.402,0
N825,2023-05-08,2023-05-14,68,0.004329,0.671598,107,5,76,5,35.88785046728972,3840,2.411,7
N825,2023-05-15,2023-05-21,69,0.008021,0.679619,103,3,76,5,36.84466019417476,3795,2.417,6
N825,2023-05-22,2023-05-28,70,0.002984,0.682603,103,6,76,5,36.922330097087375,3803,2.416,4
N825,2023-05-29,2023-06-04,71,0.12405,0.806653,118,19,76,5,34.29661016949152,4047,3.246,78
N825,2023-06-05,2023-06-11,72,0.000282,0.806935,41,1,76,6,44.292682926829265,1816,3.245,1
N825,2023-06-12,2023-06-18,73,0.000518,0.807452,42,2,76,6,43.333333333333336,1820,3.243,2
N825,2023-06-19,2023-06-25,74,0.003255,0.810707,43,3,76,6,42.906976744186046,1845,3.241,2
N825,2023-06-26,2023-07-02,75,0.018389,0.829096,61,20,76,6,34.50819672131148,2105,3.227,27
N825,2023-07-03,2023-07-09,76,0.00138,0.830476,35,1,76,7,43.8,1533,3.223,3
N825,2023-07-10,2023-07-16,77,0.001606,0.832082,35,3,76,7,43.74285714285714,1531,3.216,4
N825,2023-07-17,2023-07-23,78,0.002199,0.834281,33,2,76,7,45.666666666666664,1507,3.207,4
N825,2023-07-24,2023-07-30,79,0.000325,0.834606,32,3,76,7,46.71875,1495,3.206,2
N825,2023-07-31,2023-08-06,80,0.000464,0.83507,33,3,76,7,45.78787878787879,1511,3.204,1
N825,2023-08-07,2023-08-13,81,0.000139,0.835209,36,4,76,8,43.388888888888886,1562,3.204,1
N825,2023-08-14,2023-08-20,82,0.003154,0.838363,47,12,76,8,36.40425531914894,1711,3.195,3
N825,2023-08-21,2023-08-27,83,0.011032,0.849395,70,26,76,8,29.042857142857144,2033,3.184,22
N825,2023-08-28,2023-09-03,84,0.00108,0.850475,50,2,76,8,34.56,1728,3.181,2
N825,2023-09-04,2023-09-10,85,0.001015,0.851489,54,6,76,9,32.666666666666664,1764,3.177,4
N825,2023-09-11,2023-09-17,86,0.00606,0.857549,56,6,76,9,31.053571428571427,1739,3.164,10
N825,2023-09-18,2023-09-24,87,0.012492,0.870042,57,11,76,9,31.333333333333332,1786,3.17,32
N825,2023-09-25,2023-10-01,88,0.0,0.870042,25,0,76,9,36.08,902,3.17,0
N825,2023-10-02,2023-10-08,89,0.0,0.870042,26,1,76,10,35.07692307692308,912,3.17,1
N825,2023-10-09,2023-10-15,90,0.005803,0.875845,25,0,76,10,36.0,900,3.177,4
N825,2023-10-16,2023-10-22,91,0.0,0.875845,24,3,76,10,35.583333333333336,854,3.177,1
N825,2023-10-23,2023-10-29,92,0.009008,0.884853,26,3,76,10,32.92307692307692,856,3.217,15
N825,2023-10-30,2023-11-05,93,0.000714,0.885567,14,3,76,10,41.285714285714285,578,3.216,2
N825,2023-11-06,2023-11-12,94,0.009743,0.89531,17,5,76,11,35.11764705882353,597,3.211,5
N825,2023-11-13,2023-11-19,95,0.000833,0.896142,12,0,76,11,47.416666666666664,569,3.21,1
N825,2023-11-20,2023-11-26,96,0.010947,0.90709,13,2,76,11,43.38461538461539,564,3.179,4
N825,2023-11-27,2023-12-03,97,0.014759,0.921849,9,0,76,11,29.666666666666668,267,3.214,9
